VOYAGEID,STATUS,ADLT1IMP,ADLT2IMP,ADLT3IMP,ADPSALE1,ADPSALE2,ADULT1,ADULT2,ADULT3,ADULT4,ADULT5,ADULT6,ADULT7,ARRPORT,ARRPORT2,BOY1,BOY2,BOY3,BOY4,BOY5,BOY6,BOY7,BOYRAT7,CAPTAINA,CAPTAINB,CAPTAINC,CHIL1IMP,CHIL2IMP,CHIL3IMP,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,CHILD6,CHILD7,CHILRAT7,CONSTREG,CREW,CREW1,CREW2,CREW3,CREW4,CREW5,CREWDIED,DATEDEPA,DATEDEPB,DATEDEPC,D1SLATRA,D1SLATRB,D1SLATRC,DLSLATRA,DLSLATRB,DLSLATRC,DDEPAM,DDEPAMB,DDEPAMC,DATARR32,DATARR33,DATARR34,DATARR36,DATARR37,DATARR38,DATARR39,DATARR40,DATARR41,DATARR43,DATARR44,DATARR45,DATEDEP,DATEBUY,DATELEFTAFR,DATELAND1,DATELAND2,DATELAND3,DATEDEPAM,DATEEND,DEPTREGIMP,DEPTREGIMP1,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,FEMALE1,FEMALE2,FEMALE3,FEMALE4,FEMALE5,FEMALE6,FEMALE7,FEML1IMP,FEML2IMP,FEML3IMP,GIRL1,GIRL2,GIRL3,GIRL4,GIRL5,GIRL6,GIRL7,GIRLRAT7,GUNS,INFANT1,INFANT2,INFANT3,INFANT4,INFANT5,INFANT6,JAMCASPR,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MALE1,MALE1IMP,MALE2,MALE2IMP,MALE3,MALE3IMP,MALE4,MALE5,MALE6,MALE7,MALRAT7,MEN1,MEN2,MEN3,MEN4,MEN5,MEN6,MEN7,MENRAT7,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,NCAR13,NCAR15,NCAR17,NDESERT,NPAFTTRA,NPPRETRA,NPPRIOR,OWNERA,OWNERB,OWNERC,OWNERD,OWNERE,OWNERF,OWNERG,OWNERH,OWNERI,OWNERJ,OWNERK,OWNERL,OWNERM,OWNERN,OWNERO,OWNERP,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,REGEM2,REGEM3,REGISREG,RESISTANCE,RETRNREG,RETRNREG1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAS36,SLAS39,SLAVEMA1,SLAVEMA3,SLAVEMA7,SLAVEMX1,SLAVEMX3,SLAVEMX7,SLAVMAX1,SLAVMAX3,SLAVMAX7,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,SOURCEI,SOURCEJ,SOURCEK,SOURCEL,SOURCEM,SOURCEN,SOURCEO,SOURCEP,SOURCEQ,SOURCER,TONMOD,TONNAGE,TONTYPE,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,WOMEN1,WOMEN2,WOMEN3,WOMEN4,WOMEN5,WOMEN6,WOMEN7,WOMRAT7,XMIMPFLAG,YEAR10,YEAR100,YEAR25,YEAR5,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,VOYAGEID2,INTRAAMER,BOYRAT1,CHILRAT1,GIRLRAT1,MALRAT1,MENRAT1,WOMRAT1,BOYRAT3,CHILRAT3,GIRLRAT3,MALRAT3,MENRAT3,WOMRAT3
33044,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Cotton,,,,,,,,,,,,,,,,,,,,,,,12.0,1785.0,,,,,,,,,,,,,,,,,,,,,,"12,,1785",",,",,",,",",,",",,",",,",",,",10700.0,10000.0,,,,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60515.0,60500.0,60000.0,36414.0,,,,,,,,,,,,,,,,,,,,60515.0,36400.0,30000.0,36414.0,10.0,10.0,195.0,0.0,0.0,,,,,Arnoux*,,,,,,,,,,,,,,,,60515.0,,,,,10716.0,,10716.0,,,36400.0,,,60500.0,,,,,,,,,,,,,Postillon de Juda,36414.0,,,,,166.0,,,,,,,,,,,,,195.0,,,"mettas,II",,,,,,,,,,,,,,,,,,,300.0,4.0,195.0,,,,,,,,,,,,,,,,111.0,29,1700,12,57,1785,1785,1785,,,,0,,,,,,,,,,,,
33082,PUBLISHED,,,320.0,,,,,,,,,320.0,36403.0,,,,68.0,,,,68.0,0.16425,"Augé, Pierre",,,,,94.0,,,,,,,94.0,0.22705,,,,,,,,,13.0,3.0,1791.0,,,,,,,,,,20.0,2.0,1792.0,,,,,,,,,,"03,13,1791",",,",,"02,20,1792",",,",",,",",,",",,",10700.0,10000.0,60820.0,,60800.0,,True,49,1,14,1,,,,,,,81.0,,,81.0,,,26.0,,,,26.0,0.0628,,,,,,,,,60899.0,60800.0,60000.0,31312.0,,,,,,333.0,,,,333.0,0.80435,,,265.0,,,,265.0,0.6401,60820.0,31300.0,30000.0,31312.0,10.0,10.0,,,,,60803.0,,1.0,D'Illens,Vanberchen,,,,,,,,,,,,,,,60899.0,,,,,10716.0,,10716.0,36400.0,,31300.0,,,60800.0,,,,,,,45.0,,,,,,Helvétie,31312.0,414.0,,,,414.0,,,,,414.0,414.0,,414.0,414.0,,414.0,414.0,550.0,,,"PPH, 1792.02.23.","mettas,II","Klein,Havana dataset","AHU,Moçambique,Cx 60 no 21",CapelaNotes,"Leibbrandt,II,728",,,,,,,,,,,,,,600.0,4.0,550.0,,550.0,344.0,,,136.0,0.24727,,,55.0,,,,55.0,0.13285,97.0,30,1700,12,59,1791,1792,1791,,,,0,,,,,,,0.16425,0.22705,0.0628,0.80435,0.6401,0.13285
33090,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"La Cour, Nicolas",,,,,,,,,,,,,,,,,,,,,14.0,20.0,6.0,1754.0,,,,,,,,2.0,1756.0,30.0,10.0,1755.0,,,,,,,,,,"06,20,1754",",,",,"10,30,1755",",,",",,","02,,1756",",,",10700.0,10000.0,,,,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60408.0,60400.0,60000.0,,,,,,,,,,,,,,,,,,,,,60408.0,80200.0,80000.0,80299.0,10.0,10.0,,,,,,,,"Meillard, P*",,,,,,,,,,,,,,,,60328.0,60309.0,60408.0,,,10719.0,,10719.0,,,,,,60300.0,60300.0,60400.0,,,,,,0.0,4.0,0.0,10.0,0.0,Triomphant,,163.0,,,,163.0,,,,,,,,,,,,,189.0,,,"mettas,II",,,,,,,,,,,,,,,,,,281.3,180.0,4.0,,,,497.0,,,,,,,,,,,,,108.0,26,1700,11,51,1755,1755,1754,,,,0,,,,,,,,,,,,
33093,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Conil, Guill",,,,,,,,,,,,,,,,58.0,,,,,7.0,26.0,2.0,1715.0,14.0,5.0,1715.0,29.0,6.0,1715.0,,,,1.0,11.0,1715.0,,,,,,,3.0,7.0,1716.0,"02,26,1715","05,14,1715","6,29,1715","11,01,1715",",,",",,",",,","07,03,1716",10700.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60599.0,60500.0,60000.0,36404.0,,,,,,,,,,,,,,,,,,,,60599.0,36400.0,30000.0,36404.0,10.0,10.0,,,,2.0,60668.0,,,Compagnie de Saint-Domingue,,,,,,,,,,,,,,,,60515.0,60514.0,,,,10712.0,10726.0,10712.0,,,36400.0,,,60500.0,60500.0,,,,10700.0,10000.0,,0.0,1.0,3.0,3.0,0.0,Paix Couronnée,36404.0,285.0,,,,285.0,,,,,,,,,,,,,389.0,,,"mettas,II",,,,,,,,,,,,,,,,,,365.3,250.0,4.0,389.0,,389.0,248.0,125.0,122.0,104.0,0.27,,,,,,,,,111.0,22,1700,9,43,1715,1715,1715,,,,0,,,,,,,,,,,,
33099,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Sire,,,,,,,,,,,,,,,,,,,,,,13.0,4.0,1786.0,3.0,11.0,1786.0,19.0,1.0,1787.0,,,,,,,,,,,,,,,,"04,13,1786","11,03,1786","1,19,1787",",,",",,",",,",",,",",,",10700.0,10000.0,,,,,True,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60199.0,60100.0,60000.0,,,,,,,,,,,,,,,,,,,,,60199.0,,,,10.0,10.0,,,,,,,,"La Pouge, de*",,,,,,,,,,,,,,,,60111.0,60108.0,,,,10724.0,,10724.0,,,,,,60100.0,60100.0,,,,,,,,,0.0,0.0,0.0,Cénis,,,,,,,,,,,,,,,,,,,52.0,,,"mettas,II",,,,,,,,,,,,,,,,,,,307.0,4.0,52.0,,,,,,,,,,,,,,,,102.0,29,1700,12,58,1787,1787,1786,,,,0,,,,,,,,,,,,
33119,PUBLISHED,,,86.0,,,,,,,,,86.0,,,,,3.0,,,,3.0,0.02586,"Masson Du Bocage, Guillaume",,,,,30.0,,,,,,,30.0,0.25862,,,35.0,,,,,16.0,4.0,8.0,1719.0,10.0,11.0,1719.0,13.0,3.0,1720.0,,,,28.0,6.0,1720.0,,,,,,,5.0,2.0,1721.0,"08,04,1719","11,10,1719","3,13,1720","06,28,1720",",,",",,",",,","02,05,1721",10700.0,10000.0,,,,,True,1,1,14,1,,,,,,,98.0,,,98.0,,,27.0,,,,27.0,0.23276,,,,,,,,,60619.0,60600.0,60000.0,36199.0,,,,,,18.0,,,,18.0,0.15517,,,15.0,,,,15.0,0.12931,60619.0,36100.0,30000.0,36199.0,10.0,10.0,,,,6.0,60668.0,1.0,1.0,Dessaudrais Sébire,,,,,,,,,,,,,,,,60619.0,,,,,10726.0,10726.0,10726.0,,,36100.0,,,60600.0,,,,1.0,10700.0,10000.0,,0.0,14.0,1.0,0.0,1.0,Don de Dieu,36199.0,116.0,,,39.0,176.0,,,,,116.0,116.0,,116.0,116.0,,116.0,116.0,215.0,,,"mettas,II","Roman,annexe 1",,,,,,,,,,,,,,,,,236.3,130.0,4.0,215.0,,215.0,329.0,107.0,105.0,39.0,0.18,,,71.0,,,,71.0,0.61207,114.0,22,1700,9,44,1720,1720,1719,,,,0,,,,,,,0.02586,0.25862,0.23276,0.15517,0.12931,0.61207
33246,PUBLISHED,,,183.0,,,,,,,,,183.0,,,,,28.0,,,,28.0,0.12613,Baudran de Maupertuis,,,,,39.0,,,,,,,39.0,0.17568,,,32.0,,,,,1.0,2.0,5.0,1768.0,14.0,9.0,1768.0,21.0,2.0,1769.0,13.0,6.0,1769.0,20.0,4.0,1769.0,,,,,,,30.0,7.0,1769.0,"05,02,1768","09,14,1768","2,21,1769","04,20,1769",",,",",,","06,13,1769","07,30,1769",10700.0,10000.0,,,,,True,1,1,14,1,,,,,,,54.0,,,54.0,,,11.0,,,,11.0,0.04955,,,,,,,,,60799.0,60700.0,60000.0,36403.0,,,,,,168.0,,,,168.0,0.75676,,,140.0,,,,140.0,0.63063,60799.0,36400.0,30000.0,36403.0,10.0,10.0,,,,,,,,"Grandclos, Meslé de",,,,,,,,,,,,,,,,60711.0,60735.0,,,,10726.0,10726.0,10726.0,,,36400.0,,,60700.0,60700.0,,,,10700.0,10000.0,,1.0,0.0,0.0,0.0,0.0,Heureux,36403.0,222.0,,,,222.0,,,,,222.0,222.0,,222.0,222.0,,222.0,222.0,222.0,,,"mettas,II","Roman, p.94, annexe 1",,,,,,,,,,,,,,,,,272.3,150.0,4.0,222.0,,222.0,353.0,58.0,,0.0,0.0,,,43.0,,,,43.0,0.19369,117.0,27,1700,11,54,1769,1769,1768,,,,0,,,,,,,0.12613,0.17568,0.04955,0.75676,0.63063,0.19369
33309,PUBLISHED,,38.0,,36403.0,,,,,,,,,,,,5.0,,,,,,,"Murat, J-Fr",,,,7.0,,,,,,,,,,,,,,,,,,4.0,9.0,1787.0,,1.0,1788.0,23.0,6.0,1788.0,24.0,12.0,1788.0,14.0,9.0,1788.0,20.0,10.0,1788.0,,,,,,,"09,04,1787","01,,1788","6,23,1788","09,14,1788","10,20,1788",",,","12,24,1788",",,",10700.0,10000.0,60917.0,,60900.0,,True,1,1,14,1,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,60499.0,60400.0,60000.0,36403.0,,,,,,,,,,,,,27.0,,,,,,,60499.0,36400.0,30000.0,36403.0,10.0,10.0,133.0,0.0,0.0,,,2.0,,Pottier de La Houssaye,,,,,,,,,,,,,,,,60309.0,60415.0,60505.0,,,10726.0,10726.0,10726.0,,,36200.0,36400.0,,60300.0,60400.0,60500.0,,,10700.0,10000.0,,,,,,,Véritable Ami,36299.0,,1.0,1.0,43.0,90.0,4.0,88.0,0.0,,,,,,,,,,133.0,,,"mettas,II","Roman, p.160, annexe 1",,,,,,,,,,,,,,,,,,176.0,4.0,133.0,133.0,133.0,376.0,83.0,,43.0,0.32,,11.0,,,,,,,108.0,29,1700,12,58,1788,1788,1787,,,,0,,,,,,,,,,,,
33566,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Tabois, Jacques",,,,,,,,,,,,,,,,,,,,,,,,1784.0,,,,,,,,,,,,,,,,,,,,,,",,1784",",,",,",,",",,",",,",",,",",,",10700.0,10000.0,,,,,False,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60833.0,60800.0,60000.0,36199.0,,,,,,,,,,,,,,,,,,,,60831.0,36100.0,30000.0,36199.0,10.0,10.0,,,,,,,,Draveman (Vve),,,,,,,,,,,,,,,,60833.0,,,,,10703.0,,10703.0,,,36100.0,,,60800.0,,,,,,,,,,,,,Sully,36199.0,,,,,267.0,,,,,,,,,,,,,386.0,,,"Saugera, 356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,29,1700,12,57,1784,1784,1784,,,,0,,,,,,,,,,,,
33567,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Jalineau, François",,,,,,,,,,,,,,,,,,,,,,11.0,2.0,1786.0,,,,,,,,,,,,,,,,,,,,,,"02,11,1786",",,",,",,",",,",",,",",,",",,",10700.0,10000.0,,,,,False,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60820.0,60800.0,60000.0,,,,,,,,,,,,,,,,,,,,,60820.0,,,,10.0,,,,,,,,,"Gradis, David",Gradis Fils,,,,,,,,,,,,,,,60833.0,60820.0,,,,10703.0,,10703.0,,,,,,60800.0,60800.0,,,,,,,,,,,,David,,,,,,,,,,,,,,,,,,,386.0,,,"Saugera, 356",,,,,,,,,,,,,,,,,,,438.0,4.0,,,,,,,,,,,,,,,,,123.0,29,1700,12,58,1786,1786,1786,,,,0,,,,,,,,,,,,
33684,PUBLISHED,,,,,,,,,,,,,33599.0,34299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.0,,,,,,,,,,,,,,,,,,,",,",",,1644",,",,",",,",",,",",,",",,",,,,,,,False,59,5,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60117.0,60100.0,60000.0,,,,,,,,,,,,,,,,,,,,,60117.0,33500.0,30000.0,33599.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60117.0,,,,,,,,33500.0,34200.0,,,,60100.0,,,,,,,,,,,,, ,,,,,,264.0,,,,,,,,,,,,,330.0,,,"AHU,Guiné, 1a Secção, Cx 1, doc 43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,15,1600,6,29,1644,1644,1644,,,,0,,,,,,,,,,,,
33755,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Bernard,,,,,,,,,,,,,,,,,,,,,,,6.0,1693.0,25.0,6.0,1693.0,19.0,1.0,1694.0,,,,18.0,2.0,1694.0,,,,,,,,,,"06,,1693","06,25,1693","1,19,1694","02,18,1694",",,",",,",",,",",,",10700.0,10000.0,,,,,False,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60199.0,60100.0,60000.0,36199.0,,,,,,,,,,,,,,,,,,,,60199.0,36100.0,30000.0,36199.0,10.0,10.0,,,,,,,,Compagnie du Sénégal,,,,,,,,,,,,,,,,60113.0,60111.0,60118.0,,,10712.0,,10712.0,,,36100.0,,,60100.0,60100.0,60100.0,,,,,,,,,,,Léger,36199.0,250.0,,,,250.0,,,,,,,,,,,,,328.0,,,"ANSOM, C8A 8:ff.146v-7v,193","Munford,178  XXX","ANSOM, C6 2",,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,3.0,20,1600,8,39,1694,1694,1693,,,,0,,,,,,,,,,,,
33789,PUBLISHED,,,,32240.0,,,,,,,,,,,,,,,,,,,"Duhulgns, Jean",,,,,,,,,,,,,,,,28.0,,,,,,9.0,4.0,1677.0,,,,,,,,,,,,1677.0,,,,,,,,,,"04,09,1677",",,",,",,1677",",,",",,",",,",",,",10700.0,10000.0,,,,,False,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60515.0,60500.0,60000.0,32240.0,,,,,,,,,,,,,,,,,,,,60599.0,32200.0,30000.0,32240.0,10.0,10.0,,,,,,,,Compagnie d'occident,,,,,,,,,,,,,,,,60515.0,60512.0,,,,,,10712.0,,,36300.0,32200.0,,60500.0,60500.0,,,,,,,,,,,,Ambuscade (a) Embuscade,36399.0,,,,,241.0,11.0,,,,,,,,,,,,313.0,,,"Bruleaux, 31-52","Debien,Sucrerie,1-30","ACM B5677, f.129","ACM B5676, ff.128-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,18,1600,8,36,1677,1677,1677,,,,0,,,,,,,,,,,,
33913,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,12.0,1783.0,,,,,,,,,,",,",",,",,"12,24,1783",",,",",,",",,",",,",,,,,,,False,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60917.0,60900.0,60000.0,36403.0,,,,,,,,,,,,,,,,,,,,60917.0,36400.0,30000.0,36403.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60917.0,,,,,,,,,,36400.0,,,60900.0,,,,,,,,,,,,,Jack,36403.0,,,,,400.0,,,,,,,,,,,,,465.0,,,"Affiches Américaines, 83.12.27.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,29,1700,12,57,1783,1783,1783,,,,0,,,,,,,,,,,,
34113,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,Quoniam,,,,,,,,,,,,,,,,,,,,,,,,1820.0,,,,,,,,,,,,,,,,,,,,,1820.0,",,1820",",,",,",,",",,",",,",",,",",,1820",60100.0,60000.0,,,,,True,59,5,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,60199.0,60100.0,60000.0,,,,,,,,,,,,,,,,,,,,,60199.0,31300.0,30000.0,31312.0,,10.0,,,,,,,,Mille,Labouret,,,,,,,,,,,,,,,60103.0,,,,,60118.0,,60118.0,,,31300.0,,,60100.0,,,,,,,,,,,,,Marie Paule,,,,,,88.0,,,,,,,,,,,,,100.0,,,"AfricanInstit, Fourteenth, 70","Daget, voyage ids 113 and 182.",,,,,,,,,,,,,,,,,92.0,92.0,4.0,100.0,,,,,,,,,,,,,,,,106.0,32,1800,13,64,1820,1820,1820,,,,0,,,,,,,,,,,,
34116,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.0,,,,,,,,,,,,,,,,,,,,,,",,1819",",,",,",,",",,",",,",",,",",,",,,,,,,True,59,5,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,60107.0,60100.0,60000.0,,,,,,,,,,,,,,,,,,,,,60107.0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60107.0,,,,,,,,,,,,,60100.0,,,,,,,,,,,,, ,,,,,,59.0,,,,,,,,,,,,,67.0,,,Daget,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,,,,103.0,32,1800,13,64,1819,1819,1819,,,,0,,,,,,,,,,,,
34174,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Sanguines, Olympe",,,,,,,,,,,,,,,,,,,,,,,2.0,1820.0,,3.0,1820.0,,,,,,,,,,,,,,,,,,,"02,,1820","03,,1820",,",,",",,",",,",",,",",,",36100.0,30000.0,,,,,True,11,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60205.0,60200.0,60000.0,,,,,,,,,,,,,,,,,,,,,60205.0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60205.0,,,,,36199.0,,36199.0,,,,,,60200.0,,,,,,,,,,,,,Jeune Estelle,,,,,,12.0,,,,,,,,,,,,,14.0,,,Daget,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,106.0,32,1800,13,64,1820,1820,1820,,,,0,,,,,,,,,,,,
34181,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Lambert,,,,,,,,,,,,,,,,,,,,,,,,1820.0,,1.0,1820.0,,,,,,,,,1820.0,,,,,,,,,,",,1820","01,,1820",,",,1820",",,",",,",",,",",,",10700.0,10000.0,,,,,True,165,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60103.0,60100.0,60000.0,,,,,,,,,,,,,,,,,,,,,60103.0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60103.0,,,,,10716.0,,10716.0,,,,,,60100.0,,,,,,,,,,,0.0,0.0,Marie,,,,,,159.0,,,,,,,,,,,,,179.0,,,Daget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,32,1800,13,64,1820,1820,1820,,,,0,,,,,,,,,,,,
34319,PUBLISHED,,,19.0,,,,,,,,,19.0,,,,,6.0,,,,6.0,0.2069,"Larose, Domingo Laxos Calias",,,,,10.0,,,,,,,10.0,0.34483,,,,,,,,,,,1822.0,,,,17.0,3.0,1822.0,,,,18.0,6.0,1822.0,,,,,,,,,,",,1822",",,","3,17,1822","06,18,1822",",,",",,",",,",",,",36100.0,30000.0,,,,,True,120,3,3,3,,,,,,,13.0,,,13.0,,,4.0,,,,4.0,0.13793,,,,,,,,,60315.0,60300.0,60000.0,60207.0,,,,,,16.0,,,,16.0,0.55172,,,10.0,,,,10.0,0.34483,60315.0,60200.0,60000.0,60207.0,10.0,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,60315.0,,,,,36199.0,,36199.0,,,60200.0,,,60300.0,,,,2.0,,,2.0,,,,,,Heureuse Etoile (a) Dichosa Estrella,60207.0,29.0,,,5.0,29.0,,,,,29.0,29.0,,29.0,29.0,,29.0,29.0,34.0,,,"PP,1830,X:124","IUP,ST,9/B1,25-8","IUP,ST,11/A/5","Meyer-Heiselberg,15",Daget,"FO84/16,ff.46-58v",,,,,,,,,,,,,,,,34.0,,34.0,,93.0,,5.0,0.15,,,9.0,,,,9.0,0.31034,24.0,33,1800,13,65,1822,1822,1822,,,,0,,,,,,,0.2069,0.34483,0.13793,0.55172,0.34483,0.31034
34323,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822.0,,,,,,,,,,,,,,,,,,,,,,",,1822",",,",,",,",",,",",,",",,",",,",,,,,,,True,184,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60205.0,60200.0,60000.0,,,,,,,,,,,,,,,,,,,,,60205.0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60205.0,,,,,,,,,,,,,60200.0,,,,,,,,,,,,,Josephe,,,,,,246.0,,,,,,,,,,,,,278.0,,,Daget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,33,1800,13,65,1822,1822,1822,,,,0,,,,,,,,,,,,
34367,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Sabatier,Louves,,,,,,,,,,,,,,,10.0,,,,,,8.0,12.0,1823.0,,,,,,,,,,,,,,,,,,,15.0,9.0,1824.0,"12,08,1823",",,",,",,",",,",",,",",,","09,15,1824",10700.0,10000.0,,,,,True,172,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60199.0,60100.0,60000.0,,,,,,,,,,,,,,,,,,,,,60199.0,,,,10.0,10.0,,,,,,,,Louves,,,,,,,,,,,,,,,,60101.0,60126.0,,,,10713.0,10713.0,10713.0,,,,,,60100.0,60100.0,,,,10700.0,10000.0,52.0,,,,,,Clémence,,,,,,100.0,,,,,,,,,,,,,119.0,,,Daget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,33,1800,13,65,1823,1823,1823,,,,0,,,,,,,,,,,,
34377,PUBLISHED,,,,,,,,,,,,,31312.0,,,,,,,,,,Chesnel,,,,,,,,,,,,,,,,25.0,,,,,,,1.0,1823.0,,2.0,1823.0,,,,,,,,,,,,,,,,25.0,7.0,1823.0,"01,,1823","02,,1823",,",,",",,",",,",",,","07,25,1823",10700.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60299.0,60200.0,60000.0,,,,,,,,,,,,,,,,,,,,,60299.0,31300.0,30000.0,31312.0,10.0,10.0,,,,,,,,Chardonneau,,,,,,,,,,,,,,,,60299.0,,,,,10720.0,10720.0,10720.0,31300.0,,,,,60200.0,,,,,10700.0,10000.0,,,,,,,Henriette Aimée,,,,,,245.0,,,,,,,,,,,,,278.0,,,Daget,,,,,,,,,,,,,,,,,,105.0,105.0,4.0,,,,,,,,,,,,,,,,,106.0,33,1800,13,65,1823,1823,1823,,,,0,,,,,,,,,,,,
34453,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Ducroq,,,,,,,,,,,,,,,,,,,,,,,,1824.0,,,,,,,,,,,,,,,,,,,,,,",,1824",",,",,",,",",,",",,",",,",",,",36100.0,30000.0,,,,,True,164,5,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60208.0,60200.0,60000.0,,,,,,,,,,,,,,,,,,,,,60208.0,,,,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,60208.0,,,,,36199.0,,36199.0,,,,,,60200.0,,,,,,,,,,,,,Marie Magdelaine,,,,,,246.0,,,,,,,,,,,,,278.0,,,Daget,,,,,,,,,,,,,,,,,,49.0,49.0,4.0,,,,,,,,,,,,,,,,,106.0,33,1800,13,65,1824,1824,1824,,,,0,,,,,,,,,,,,
34471,PUBLISHED,,,,,,,,,,,,,32399.0,,,,,,,,,,"Masson, Jean",,,,,,,,,,,,,,10700.0,,13.0,,,,,,7.0,2.0,1824.0,,,,,,,,,,,,,,,,,,,28.0,8.0,1824.0,"02,07,1824",",,",,",,",",,",",,",",,","08,28,1824",10700.0,10000.0,,,,,True,184,1,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60199.0,60100.0,60000.0,36299.0,,,,,,,,,,,,,,,,,,,,60199.0,36200.0,30000.0,36201.0,10.0,10.0,,,,,,,,"Esch, Georges*",,,,,,,,,,,,,,,,60199.0,60109.0,,10714.0,,10714.0,10720.0,10714.0,32300.0,,36200.0,,,60100.0,60100.0,,,,10700.0,10000.0,1.0,,,,,,Union,36299.0,,,,,250.0,,,,,,,,,,,,,273.0,,,Daget,"Saugera, 362",,,,,,,,,,,,,,,,,133.0,133.0,4.0,,,,,,,,,,,,,,,,,19.0,33,1800,13,65,1824,1824,1824,1820.0,,,0,,,,,,,,,,,,
